id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36197973,"Walk to DT! Private deck, clawfoot tub & fireplace",3064799,Monroe,,28801,35.59773,-82.5692,Entire home/apt,200,1,96,2021-11-28,3.30,1,222,44,
36213020,"Charming, Newly Renovated 1 bdr/1 bath in Historic King James Building Unit #4",167186184,Towns,,28801,35.60146,-82.54663,Entire home/apt,124,1,59,2021-11-28,1.99,108,349,21,
36241169,"Private, New & Walkable to Haywood Rd & River Arts",9313376,Thomas,,28806,35.58277,-82.57902,Entire home/apt,101,1,276,2021-12-12,9.27,1,159,128,
36263273,Renovated Farmhouse with Pond-10 min to Downtown!,4117051,Louise And Steve,,28805,35.61001,-82.48604,Entire home/apt,199,3,55,2021-12-05,1.89,3,166,30,
36317959,Your Montford Nest,10573695,Lani,,28801,35.60622,-82.56656,Entire home/apt,126,3,102,2021-12-05,3.46,2,149,48,
36338507,"Modern, Walkable West Asheville Apartment",141615767,Gabby,,28806,35.56856,-82.59112,Entire home/apt,125,2,31,2021-10-31,1.86,1,14,20,
36342421,"Asheville Area, Lg Private 2 Bdrm w/King&Queen",206005042,Alissa,,28732,35.46704,-82.47427,Entire home/apt,166,13,20,2020-07-11,0.68,1,0,0,
36375649,Rustic cabin 15 minutes from downtown Asheville!,181695818,Stephanie,,28805,35.63433,-82.46978,Entire home/apt,230,4,48,2021-12-06,1.69,1,285,20,
36415018,Carpe Soli Farm—10min to downtown,242485197,Matthew And Amelia,,28805,35.59939,-82.4855,Entire home/apt,216,3,73,2021-12-05,2.57,2,17,36,
36416827,Green-built studio apartment in West Asheville,273802702,Shelton,,28806,35.57088,-82.57452,Entire home/apt,86,1,82,2020-11-22,2.80,1,42,0,
36420977,Brookstone Lodge Biltmore Village Area,184069772,Cash,,28803,35.56714,-82.54376,Hotel room,199,1,78,2021-12-12,2.67,2,349,35,
36421339,DOWNTOWN: Beautiful Garden Sanctuary Homestay,1675743,V,,28801,35.58783,-82.55003,Private room,150,1,12,2021-10-21,0.44,4,0,1,
36506806,"★Rudy's Place★30Day|Wlk Dtwn, Biltmore&Hospital",4591695,Jennifer,,28801,35.57455,-82.54783,Entire home/apt,48,30,6,2021-10-06,0.24,1,250,2,
36514427,"Near Downtown, Great for Families, patio w/firepit",74488447,Jessica,,28804,35.63563,-82.58501,Entire home/apt,393,2,105,2021-12-12,3.86,1,99,34,
36521499,Driftwood by The River,116133463,Libre,,28805,35.59251,-82.46536,Entire home/apt,165,2,34,2021-10-23,1.16,2,162,5,
36550199,"THE NEST beautiful, clean & spacious 3,400 ft2",53103852,Andrea,,28803,35.48931,-82.49811,Entire home/apt,660,2,143,2021-12-08,5.16,2,311,82,
36573403,First floor at the Hill on Lexington Market,33042122,John,,28801,35.59878,-82.55587,Entire home/apt,86,2,149,2021-11-28,5.05,2,154,63,
36621489,"Lucerne Chalet in The Treetops in DT AVL, Dog Fndy",722034,Darlene And Ron,,28801,35.59421,-82.53898,Entire home/apt,213,2,56,2021-11-22,2.21,13,331,22,
36624410,Cabin on the Water: Very special Asheville destination on the river. Hot tub!,96187307,Yonder,,28805,35.60522,-82.47071,Entire home/apt,451,2,20,2021-08-15,0.78,42,333,8,
36625159,"DT AVL! Matterhorn Chalet -Treetop Mtn Views, Dogs",722034,Darlene And Ron,,28805,35.59357,-82.53762,Entire home/apt,263,2,39,2021-11-22,1.57,13,339,21,
36630943,Peaceful Haw Creek mountain apartment,22202304,Joe,,28805,35.6173,-82.49473,Entire home/apt,70,30,0,,,1,87,0,
36661377,"Comfortable room in cozy home, dog friendly!",23255760,Bevin,,28803,35.55514,-82.52644,Private room,29,30,5,2021-11-02,0.25,1,12,4,
36700922,Montford Home -Entire Upstairs! 1 Mile to Downtown,17902735,Julie,,28801,35.60261,-82.56338,Entire home/apt,155,3,84,2021-11-27,3.14,1,82,33,
36701416,Top o Touch o Grateful - upstairs unit,50052819,Ron,,28732,35.44406,-82.50274,Entire home/apt,65,3,4,2021-10-16,0.77,2,250,4,
36727850,Biltmore Hideaway - Luxury Urban Tree Top Retreat,276060333,Sara & Nicole,,28803,35.57121,-82.54368,Entire home/apt,180,2,209,2021-12-12,7.13,1,285,101,
36732182,Mary Ann’s Place filled with casual country charm.,275850075,Sandra,,28806,35.50838,-82.61804,Entire home/apt,179,2,62,2021-12-12,2.30,1,324,34,
36846124,Enchanting Asheville Retreat - Entire House!,180564557,David,,28806,35.62063,-82.65477,Entire home/apt,128,1,188,2021-11-22,6.42,8,157,87,
36905980,Charming Tiny Cottage in Central Location,90478266,Liana,,28732,35.42983,-82.52596,Entire home/apt,109,1,171,2021-11-26,5.86,2,165,69,
36912433,"Amazing Long Range Mountain Views, Hot Tub & More!",14480896,Birgit,,28704,35.47635,-82.51331,Entire home/apt,357,3,21,2021-11-28,0.76,2,222,12,
36958278,Town Mountain View’s 3 miles to downtown Asheville,10699816,Trace,,28804,35.62544,-82.52287,Entire home/apt,625,1,227,2021-12-11,7.82,6,213,107,
36972360,"""Hygge"" 3BR Bungalow close to Dwtn and River Arts",13678979,Jenny,,28804,35.636,-82.59297,Entire home/apt,131,2,136,2021-12-12,5.22,1,62,67,
37009624,"Charming, Newly Renovated 2 bdr. condo in Historic King James Building",167186184,Towns,,28801,35.60195,-82.54778,Entire home/apt,233,1,46,2021-11-14,1.60,108,350,25,
37039540,Private Oasis 2 - Downtown Studio,157794377,Cathy,,28801,35.59567,-82.5465,Private room,125,3,112,2021-11-26,3.88,1,155,48,
37045917,Modern top notch breath taking mountain view home,82692497,Elva,,28715,35.50756,-82.66385,Entire home/apt,200,2,55,2021-12-12,1.97,2,353,35,
37081730,Room w/Prvt Shower and garden view 17 Min-downtown,107027195,Carl,,28704,35.4721,-82.50674,Private room,79,1,98,2021-11-14,3.37,3,364,44,
37084734,Waterfall Manor,134903005,Carolina Mornings,,28732,35.43067,-82.47225,Entire home/apt,450,1,5,2021-12-03,0.53,19,332,5,
37119782,Elope overlooking Mountains (Mini Lavender Farm),200915871,Celeste And Chris,,28804,35.65077,-82.52751,Entire home/apt,132,2,0,,,6,344,0,
37179758,NEW! The Curve in West AVL + walk everywhere!,1103121,Whitney,,28806,35.57715,-82.57438,Entire home/apt,144,1,108,2021-11-28,4.10,1,38,58,
37212222,Mountain Experience Minutes from Asheville,17086502,Tim,,28805,35.58871,-82.45942,Entire home/apt,114,2,125,2021-12-11,4.41,1,351,58,
37212994,Casita Asheville,280148398,Jessica,,28804,35.63146,-82.55191,Entire home/apt,436,3,14,2021-12-06,0.52,2,347,5,
37218560,The Yap House,224008239,Franklyn,,28806,35.58977,-82.62496,Entire home/apt,118,1,113,2021-12-12,3.92,1,156,42,
37255301,Grove Park Carriage House w/Hot Tub 5min to DT,94825449,Lindsey,,28804,35.619,-82.55015,Entire home/apt,242,2,232,2021-12-05,8.22,1,139,88,
37283089,ASHEVILLE: Entire Home: Relaxing Hot tub & Porch,56118410,Amy,,28803,35.48735,-82.49652,Entire home/apt,361,5,15,2021-11-28,0.87,1,9,1,
37283361,Walkable West Asheville Vacation Rental,22084479,Molly,,28806,35.57026,-82.59616,Entire home/apt,167,2,32,2021-11-14,1.23,1,40,15,
37288485,The Treehouse🌲: Private Asheville Studio Loft,280722569,Brandon,,28806,35.59102,-82.62823,Entire home/apt,68,1,82,2021-12-13,2.87,4,342,23,
37297327,Cozy & Close to Downtown & River Arts District,79297703,Peter,,28801,35.60703,-82.56325,Private room,65,2,50,2021-12-12,1.75,1,74,21,
37314271,West Asheville Abode unit B,280898446,Caitlin,,28806,35.57912,-82.59751,Entire home/apt,189,2,90,2021-11-28,3.17,3,172,40,
37324795,Centrally located and quiet,280982724,Margaret,,28803,35.55211,-82.50679,Private room,39,2,32,2021-12-05,1.13,1,151,6,
37327799,Elegant Mountain Chalet 15 Minutes to downtown AVL,145533530,Christy,,28805,35.63432,-82.4606,Entire home/apt,929,4,65,2021-08-20,2.33,5,138,12,
37330675,Herron's Hideaway in the Heart of Asheville,281121333,Anna,,28804,35.62034,-82.55939,Entire home/apt,132,2,53,2021-12-05,1.85,1,97,27,
37366326,ASHEVILLE AIRPORT & SIERRA NEVADA 4 minutes away!,28526682,Valorie,,28732,35.4363,-82.52913,Entire home/apt,236,3,36,2021-11-30,1.28,1,213,17,
37395263,AVL apartment between downtown & Biltmore,361367016,Zack,,28801,35.58246,-82.56068,Entire home/apt,127,2,147,2021-11-28,5.39,1,167,67,
37417990,~5 star Downtown Spacious Retreat at 35 Patton,207357894,Kristin And Chris,,28801,35.59524,-82.55422,Entire home/apt,322,2,70,2021-12-12,2.55,1,318,29,
37423612,"Cozy, Stylish Montford Retreat",7074918,Maggie,,28801,35.59908,-82.56572,Entire home/apt,100,2,128,2021-12-12,4.61,1,70,51,
37428330,"Privacy by city, 3 suites, in/out hot tubs, fp",33352584,Angela,,28806,35.61589,-82.59489,Entire home/apt,312,3,12,2021-11-28,2.09,1,26,12,
37487913,"Ivy Cottage - Private, Wooded, Tranquil & Serene",10239797,Celeste,,28805,35.5723,-82.5206,Entire home/apt,100,30,0,,,1,0,0,
37491288,The Hummingbird - 1 Block off of Downtown!,282880141,Nathan And Abby,,28801,35.60073,-82.55913,Entire home/apt,228,3,90,2021-12-05,3.24,1,126,46,
37524797,SUPER COOL NEW 1 BEDROOM WITH VIEWS WALK TO TOWN,87916558,Craig,,28806,35.58122,-82.56932,Entire home/apt,76,30,8,2021-12-11,0.51,1,227,6,
37554979,West Asheville Abode unit A,280898446,Caitlin,,28806,35.58043,-82.59608,Entire home/apt,149,2,79,2021-11-27,2.76,3,174,37,
37563000,New luxury 2 bdr/2 bath condo located in the heart of downtown Asheville,167186184,Towns,,28801,35.59249,-82.5489,Entire home/apt,381,1,44,2021-11-12,1.59,108,333,11,
37611029,"New, luxury 1 bdr/1 ba condo in heart of downtown Asheville~55 S. Market #204",167186184,Towns,,28801,35.59282,-82.55016,Entire home/apt,265,1,36,2021-11-21,1.27,108,342,12,
37630701,"Mountain Home Nestled in Nature, close to town",47111763,Matilda,,28805,35.604691,-82.486107,Entire home/apt,227,2,157,2021-12-12,5.55,3,345,65,
37631454,Serene Mountain Home Close to Town,47111763,Matilda,,28805,35.62848,-82.48127,Entire home/apt,227,1,23,2021-12-12,4.01,3,344,23,
37648583,Private suite in Bent Creek/W. Asheville,284465500,Kc,,28806,35.504,-82.61532,Entire home/apt,85,1,59,2021-11-13,2.15,1,48,27,
37660862,Charming Cottage in Historic Biltmore Village,284594450,Mike,,28803,35.56561,-82.54018,Entire home/apt,190,1,71,2021-12-07,2.80,1,312,33,
37669035,Rural Retreat: Private Country Home on 20+ Acres!,149601167,TurnKey Vacation Rentals,,28806,35.63262,-82.61726,Entire home/apt,162,2,13,2021-11-07,0.49,43,351,10,
37721737,West Asheville Abode unit C,280898446,Caitlin,,28806,35.57889,-82.59605,Entire home/apt,139,2,87,2021-11-29,3.09,3,357,27,
37736220,Private Basement Studio Apt. in East Asheville,157184925,John,,28805,35.63129,-82.47636,Entire home/apt,88,2,28,2021-06-27,1.12,1,0,9,
37784099,Laurel's Rest,285895298,Chris,,28704,35.47647,-82.50452,Entire home/apt,85,2,56,2021-11-28,2.12,1,32,30,
37793218,Simply Divine in West Asheville!,255209652,Max,,28806,35.57103,-82.58789,Entire home/apt,219,2,96,2021-08-08,3.44,1,15,17,
37797864,"West Asheville Studio - ""Touch of Provence""",22829042,Joelle,,28806,35.58427,-82.60594,Entire home/apt,90,2,77,2021-11-14,2.93,1,10,33,
37856650,New luxury condo in heart of downtown Asheville~55 S. Market St.Condo #108,167186184,Towns,,28801,35.59379,-82.55089,Entire home/apt,261,1,65,2021-11-08,2.41,108,356,26,
37858725,Bluebird Getaway 1,16233515,Jessica,,28806,35.61765,-82.57957,Entire home/apt,99,1,0,,,4,0,0,
37892971,New luxury condo in heart of downtown Asheville~55 S.Market St. #208,167186184,Towns,,28801,35.59251,-82.54962,Entire home/apt,284,1,53,2021-11-15,1.90,108,345,22,
37900889,Barrel-Aged Beer Home - Free Keg of Local AVL Beer,109638953,Guy,,28806,35.60154,-82.62568,Entire home/apt,287,2,95,2021-11-14,3.43,3,335,32,
37964414,Carpe Soli Farm*—10min to downtown,242485197,Matthew And Amelia,,28805,35.59886,-82.48697,Entire home/apt,94,1,143,2021-12-09,5.33,2,15,83,
37969437,Serene Getaway By The Heart Of AVL - Entire House!,180564557,David,,28806,35.59524,-82.59258,Entire home/apt,125,1,183,2021-12-05,6.57,8,340,91,
37974419,Excellent Views & Short Walk to Downtown Asheville,85510477,Ryan,,28801,35.59407,-82.54069,Entire home/apt,155,1,67,2021-12-10,2.40,1,64,32,
37990138,The Bears Den~a cozy private space close to action,276422107,Dara,,28805,35.58892,-82.49537,Private room,48,2,57,2021-12-05,2.04,1,180,24,
37997584,New luxury condo in heart of downtown Asheville~55 South Market #206,167186184,Towns,,28801,35.59255,-82.54901,Entire home/apt,174,1,67,2021-11-07,2.46,108,352,24,
38022086,Asheville Home w/Hot Tub & Lavish Game Room!,151397468,Evolve,,28804,35.6476,-82.51431,Entire home/apt,396,3,21,2021-11-08,0.76,22,339,15,
38030235,New luxury condo located in heart of downtown Asheville~55 South Market #210,167186184,Towns,,28801,35.5936,-82.54882,Entire home/apt,281,1,64,2021-04-20,2.30,108,1,12,
38045465,Sweet Magnolia,288684785,Robin,,28804,35.61994,-82.61197,Entire home/apt,125,2,56,2021-11-27,2.06,1,147,28,
38048770,The Branch🌿: Unique Cozy Garage studio with loft,280722569,Brandon,,28806,35.59053,-82.62747,Entire home/apt,58,1,53,2021-12-14,1.90,4,155,25,
38052258,"Charming, newly renovated condo #10 in historic King James Building",167186184,Towns,,28801,35.60244,-82.54725,Entire home/apt,252,1,54,2021-11-14,1.94,108,351,24,
38052261,New luxury condo in heart of downtown Asheville~55 S. Market #216,167186184,Towns,,28801,35.59386,-82.54913,Entire home/apt,381,1,38,2021-08-30,1.36,108,231,9,
38070440,"Private Spacious 4BR near Biltmore, DT, & Parkway",288906933,Angel,,28803,35.55503,-82.49338,Entire home/apt,226,4,60,2021-10-17,2.18,2,81,19,
38094039,Cozy Mountain Getaway,6961396,Dani & Devyn,,28715,35.55914,-82.66235,Entire home/apt,95,2,13,2021-06-22,0.48,2,0,1,
38095780,'Heartwood Cottage' 2 Mi from Blue Ridge Parkway!,151397468,Evolve,,28803,35.53726,-82.48336,Entire home/apt,147,2,26,2021-11-28,1.48,22,349,16,
38097291,"Charming, newly renovated condo #1 in Historic King James Building",167186184,Towns,,28801,35.60301,-82.54656,Entire home/apt,124,1,59,2021-11-27,2.12,108,340,28,
38099305,Mountain View Guest Suite,289191377,Athena,,28803,35.5376,-82.47324,Private room,150,3,15,2021-10-25,0.56,1,67,6,
38101122,**Ponds Edge Retreat • 15 mins to dntwn Asheville,100789740,Carrie,,28806,35.59081,-82.65834,Entire home/apt,106,2,48,2021-12-08,1.72,4,328,19,
38101783,"Cozy Cabin, Spa Hot Tub! 5 min to S. Asheville",142642840,Tommy,,28732,35.48537,-82.47098,Entire home/apt,195,1,248,2021-12-13,9.12,2,327,122,
38135882,"Private elevator, Roof top Terrace, New, Luxury Townhome",167186184,Towns,,28801,35.58552,-82.55347,Entire home/apt,381,1,37,2021-07-11,1.36,108,327,4,
38178700,Charming duplex 2 miles from downtown,9017645,Sarah,,28804,35.62081,-82.55933,Entire home/apt,135,1,12,2021-08-29,0.45,2,210,2,
38204389,The Woodland House,290292888,Connie,,28804,35.64688,-82.49839,Entire home/apt,356,3,46,2021-12-12,2.15,1,22,45,
38214746,Guest house-River access near Parkway/Downtown,150024808,Sheri,,28805,35.60754,-82.46799,Entire home/apt,102,1,60,2021-11-26,2.24,1,18,29,
38217215,Serenity Now!,11458618,Becky And Matt,,28803,35.57582,-82.53767,Entire home/apt,85,2,174,2021-12-13,6.38,1,61,89,
38260042,Bent Creek Haven: Where the city meets the forest,187685577,Karen,,28806,35.50928,-82.60858,Entire home/apt,171,2,80,2021-12-12,2.97,1,278,33,
38260663,Creek-side retreat in the Heart of West Asheville,121549010,Andra,,28806,35.57272,-82.60109,Entire home/apt,74,2,74,2021-12-12,2.77,1,70,41,
38288393,"New, luxury condo located in heart of downtown Asheville~55 S. Market #201",167186184,Towns,,28801,35.59402,-82.54911,Entire home/apt,352,1,55,2021-10-24,2.03,108,297,20,
38298383,"East Asheville Views, Fire Pit, Parkway,Large Home",189799819,Michael&Kerrie,,28803,35.55263,-82.46782,Entire home/apt,250,2,53,2021-10-24,2.02,4,274,19,
38298493,Country tranquility just minutes from downtown,8916884,Brendan,,28805,35.61546,-82.52362,Entire home/apt,143,2,50,2021-11-14,1.84,1,0,24,
38322547,Beautiful lower level apartment with outdoor tub,3838067,Anna,,28806,35.58254,-82.57801,Entire home/apt,139,3,46,2021-11-18,1.72,1,113,18,
38343217,"Vegetarian, non-smoking clean home.",33911036,Soorya,,28804,35.62892,-82.58682,Private room,60,1,72,2021-12-05,2.62,1,158,45,
38358756,Secluded Asheville Hillside Hide-Away,84896326,Dewey And CJ,,28803,35.49395,-82.51496,Entire home/apt,94,1,91,2021-12-12,3.32,1,154,41,
38379294,East Asheville Home with Superb Mountain Views,30985020,Michelle,,28805,35.61364,-82.48766,Entire home/apt,297,3,94,2021-12-12,3.49,1,165,48,
38413800,Fall Sale! 8 Minutes to downtown AVL & Biltmore.,264046613,Kyle,,28803,35.55026,-82.506,Entire home/apt,157,2,123,2021-11-28,4.67,1,354,56,
38448857,Charming Tiny House by the Biltmore Village,34992675,Michelle,,28803,35.54607,-82.53186,Entire home/apt,90,2,150,2021-12-09,5.56,1,4,82,
38453728,"Quiet, Safe, Well-Appointed, Excellent Location",293140550,Dena,,28806,35.58348,-82.57361,Private room,50,30,1,2019-11-13,0.04,1,89,0,
38487193,"Bungalow suite in Biltmore village, great location",128559412,Don,,28803,35.5681,-82.53205,Private room,156,2,19,2021-10-08,0.74,2,5,4,
38530930,Mountain Escape~Hike and Hot Tub Resort~Suite 1,295508816,Michael,,28804,35.6388,-82.51796,Private room,52,2,20,2021-11-25,0.74,3,359,13,
38538781,"Detached Guest House, Private,Walkable W.Asheville",94272182,Thomas,,28806,35.58218,-82.59141,Entire home/apt,106,2,148,2021-12-12,5.54,1,56,72,
38540766,Downtown Asheville with Great Views & Sunsets,46570936,Kelly,,28801,35.59321,-82.5422,Entire home/apt,130,1,80,2021-11-27,3.07,1,74,47,
38568166,Earthy & Spacious Private Bungalow,41909545,Christal,,28801,35.6018,-82.55515,Entire home/apt,135,1,13,2021-10-13,0.47,2,3,6,
38573541,Bear-a-dise Found,71812166,Heidi & Ricky,,28806,35.55662,-82.60591,Entire home/apt,215,3,16,2021-11-07,0.60,7,348,11,
38597290,The Cozy Cottage Idyllic for Social Distancing,122691303,"Vista View Ventures, Inc.",,28704,35.4795,-82.5112,Entire home/apt,262,2,148,2021-11-21,5.79,2,159,64,
38600691,Maxwell Cottage / with Hot Tub / Mountain View,154597390,Steven,,28805,35.5968,-82.48333,Entire home/apt,249,3,62,2021-12-06,2.30,1,159,35,
38616361,"Complete private suite - Sierra Nevada, Asheville",84784954,Neil,,28732,35.4608,-82.4727,Entire home/apt,76,2,63,2021-11-21,2.32,1,158,30,
38622883,Asheville Master Bedroom with Ensuite Private Bath,294953027,Daniel,,28806,35.59307,-82.58596,Private room,43,1,42,2021-12-05,9.55,2,168,42,
38624441,East Asheville Abode near Historic Downtown,156580026,Scott And Sandy,,28805,35.60752,-82.49969,Private room,71,2,99,2021-12-11,3.79,1,26,49,
38642094,Private apartment near Blue Ridge Parkway,137884684,Roger,,28805,35.59518,-82.47886,Entire home/apt,77,2,108,2021-12-06,4.04,1,128,48,
38659759,Bohemian Bungalow,71812166,Heidi & Ricky,,28806,35.53226,-82.61758,Entire home/apt,185,3,46,2021-12-13,1.74,7,354,22,
38670161,New luxury condo in heart of downtown Asheville~55 S.Market St. #207,167186184,Towns,,28801,35.59393,-82.54926,Entire home/apt,236,1,66,2021-11-15,2.50,108,339,29,
38702298,"Eclectic Bungalow, 5min Biltmore&10min SouthSlope",60088716,Kelsianne,,28803,35.55169,-82.51693,Entire home/apt,129,4,33,2021-11-22,1.23,1,102,17,
38710999,Newly renovated charming condo in Historic King James Building #6,167186184,Towns,,28801,35.60304,-82.54608,Entire home/apt,124,1,33,2021-11-15,1.21,108,343,10,
38711002,New luxury 2 bdr/2 bath condo located in the heart of downtown Asheville,167186184,Towns,,28801,35.59295,-82.54905,Entire home/apt,381,1,63,2021-11-05,2.32,108,319,29,
38727711,"The Burton Street Cottage, West Asheville",175105672,Jennifer,,28806,35.58028,-82.5827,Entire home/apt,275,2,19,2020-07-31,0.76,1,36,0,
38784373,"New, luxury 1 bdr/1 bath condo in heart of downtown Asheville~55. S. Market #107",167186184,Towns,,28801,35.59209,-82.55056,Entire home/apt,194,1,45,2021-11-26,1.67,108,349,24,
38796139,Master Room: Mountainside Private Room & Pvt. Bath,16296123,Allison & Peter,,28803,35.49063,-82.51478,Private room,39,1,244,2021-12-03,9.05,3,78,143,
38799800,"Walkable, Sunny West Asheville Studio",34951106,Ell,,28806,35.57873,-82.59724,Entire home/apt,92,2,144,2021-12-08,8.24,1,256,96,
38817764,Woodfin Retreat By Riverside Park - Entire House,180564557,David,,28804,35.62521,-82.57887,Entire home/apt,128,1,163,2021-12-12,6.05,8,344,98,
38825791,"Private suite-Purple home Mtn Views, eco friendly",40328496,Nansi,,28803,35.56873,-82.52337,Entire home/apt,91,2,77,2021-12-06,2.91,1,170,45,
38826892,Asheville Fresh Mountain Air,297256170,Andy And Dee,,28804,35.65138,-82.5814,Entire home/apt,155,2,30,2021-11-21,1.13,1,176,12,
38842684,Hidden House in the Mountains,83353651,Tracey,,28803,35.53427,-82.48292,Entire home/apt,300,3,66,2021-12-06,2.49,1,206,29,
38849359,Asheville Urban Oasis at Emma,105838974,Leland,,28806,35.59841,-82.60181,Entire home/apt,240,2,152,2021-11-28,5.69,5,22,78,
38877912,Our Mountain Paradise,297735076,Virginia,,28805,35.63492,-82.4618,Entire home/apt,512,4,10,2021-11-28,0.42,1,222,9,
38923649,The Dogwood House + King + 4-Mls to DT Asheville,181316638,Becky,,28806,35.59076,-82.61907,Entire home/apt,271,2,134,2021-12-12,5.01,7,340,68,
38923965,"CHARMING, RELAXING , GREAT LOCATION AND VIEWS",296256113,Cheryl,,28803,35.54437,-82.48289,Entire home/apt,148,2,17,2020-11-02,0.65,1,72,0,
38931169,Downtown Asheville Condo w/ Patio + Amenities,151397468,Evolve,,28801,35.59398,-82.55062,Entire home/apt,313,2,43,2021-11-15,1.61,22,344,25,
38935174,Stylish and Comfy Home Minutes to Downtown,232831690,Jon,,28803,35.55438,-82.47712,Entire home/apt,286,2,137,2021-12-10,5.12,4,311,61,
38947346,"Walk to downtown in Artist Home, newly remodeled!",56706528,Kathryn,,28801,35.5822,-82.55872,Entire home/apt,94,2,58,2021-12-05,2.15,1,164,43,
38953302,Modern Townhome by Downtown Asheville,257415557,Jessica,,28801,35.59577,-82.55196,Entire home/apt,384,30,10,2021-11-29,0.80,2,277,9,
38977178,"Dana's Mountain Escape of Asheville, NC",298606227,David,,28704,35.45905,-82.5042,Entire home/apt,97,3,19,2021-01-03,1.04,1,0,3,
38978399,"Private entrance close to BRP, RAD and West AVL",160657193,Beth,,28806,35.52431,-82.60939,Private room,55,2,30,2021-12-12,1.13,1,64,16,
39003531,Simple comforts of home conveniently located,298877301,Frans,,28803,35.48607,-82.49799,Entire home/apt,125,2,25,2021-12-11,0.94,1,16,15,
39007688,"Mountain Air - Peace, Comfort, and Convenience!",92301073,Michael,,28805,35.62335,-82.47742,Entire home/apt,105,2,71,2021-12-12,2.74,1,148,27,
39025575,Charming Cape Cod Close to it All,76909312,William,,28805,35.58997,-82.49849,Entire home/apt,129,4,8,2020-04-10,0.30,1,40,0,
39028181,West Asheville Chalet- newly renovated- private,211497850,Daniele,,28806,35.58266,-82.60954,Entire home/apt,92,3,26,2020-12-29,1.01,1,15,1,
39036474,New luxury 1 bdr/1 bath condo heart of downtown Asheville~55 South Market #214,167186184,Towns,,28801,35.5935,-82.55112,Entire home/apt,252,1,50,2021-11-11,2.03,108,354,31,
39048434,Walk to hip West AVL & RAD / View / Good vibes,185370249,Brooke & Keith,,28806,35.58553,-82.57401,Private room,224,2,61,2021-12-05,2.30,2,22,30,
39085588,Downtown Crash Pad  🛌 🛌,238769978,Jim,,28801,35.58654,-82.55826,Entire home/apt,105,1,37,2021-12-13,7.30,1,41,37,
39112578,"The Aviary of West AVL, 3 miles from Downtown",299822655,Lily,,28806,35.58173,-82.59813,Entire home/apt,146,1,81,2021-11-27,3.03,2,153,37,
39113069,"Luxury West AVL Apartment, 3 miles from Downtown",299822655,Lily,,28806,35.58101,-82.59709,Entire home/apt,126,1,85,2021-11-24,3.20,2,155,44,
39157712,Montford Cottage - Walk to Downtown Asheville,28460476,Collin,,28801,35.60617,-82.57263,Entire home/apt,85,30,0,,,1,258,0,
39170705,Private Grove Park Suite near downtown Asheville!,16970160,Daniel,,28801,35.61295,-82.54469,Entire home/apt,113,2,128,2021-12-12,4.87,2,60,74,
39177450,306 SW Condo Asheville - Historic Art Deco Gem!,32670355,Karen,,28801,35.59442,-82.55396,Entire home/apt,256,2,50,2021-12-04,2.03,3,338,29,
39178390,Beautiful Tiny Home in our Flower Garden,215033266,Nathan,,28806,35.58008,-82.64597,Entire home/apt,85,1,146,2021-11-28,5.50,2,147,73,
39196663,Private Suite Close to Biltmore and Asheville.,58838473,Sandy,,28803,35.5624,-82.52337,Private room,104,3,87,2021-12-04,3.31,1,147,37,
39199023,"Wanderlust Lofts: The Sapphire, Downtown Haven",282336310,Wanderlust Lofts,,28801,35.5874,-82.55287,Entire home/apt,393,1,63,2021-12-11,2.71,2,155,27,
39199324,"Wanderlust Lofts: The Opal, Downtown Urban Retreat",282336310,Wanderlust Lofts,,28801,35.58831,-82.55246,Entire home/apt,293,1,87,2021-11-29,3.65,2,152,42,
39217268,"The Gnome Home- a little more west, Asheville",5609688,Lisa “Lesha”,,28806,35.57905,-82.62588,Entire home/apt,90,2,66,2021-11-28,2.49,1,81,35,
39224609,Idyllic mountain cove farm minutes from downtown,118485561,Kevin,,28804,35.63592,-82.51616,Entire home/apt,265,2,156,2021-12-08,6.05,2,152,83,
39225051,Hooper's Creek Retreat,198280184,Stephanie,,28732,35.43689,-82.46128,Entire home/apt,150,2,25,2021-11-27,0.95,1,165,11,
39226970,In-town Studio- 10 minute walk to center city,301027240,Robert,,28801,35.5954,-82.54523,Private room,100,2,10,2021-01-01,0.38,1,163,1,
39229606,Historic Farmstead 5 min from Downtown Asheville,1912965,Tim,,28805,35.58958,-82.50909,Entire home/apt,99,2,122,2021-12-12,4.90,1,158,62,
39230227,In the country...but near Asheville!,33129659,John,,28806,35.63319,-82.62877,Entire home/apt,204,2,90,2021-12-07,3.45,1,158,41,
39252932,"Town Mountain Breeze - Top of the mountain, close to Asheville!",96187307,Yonder,,28804,35.62671,-82.51796,Entire home/apt,212,2,7,2021-11-14,0.49,42,25,5,
39322078,Cozy Bungalow – Perfect for families!,249871754,Caitlin,,28804,35.62906,-82.58145,Entire home/apt,263,2,61,2021-11-28,2.36,1,159,27,
39335641,"Beautiful Ridge Top Private basement apt, downtown",302126393,Amanda,,28801,35.59082,-82.53931,Entire home/apt,80,30,27,2020-03-15,1.03,1,43,0,
39341676,Dreamcatcher,1931430,Ana,,28801,35.5898,-82.56297,Entire home/apt,135,30,1,2020-12-31,0.09,3,90,1,
